	SNP	Chromosome	Position	trait1
1	ENSG00000005812	13	77579388	0.000917902725856205
2	ENSG00000008952	3	169684422	0.0675010364791787
3	ENSG00000009307	1	115259533	0.078790044880858
4	ENSG00000014123	6	96969683	0.906964152650343
5	ENSG00000019995	10	126630691	0.741229227968075
6	ENSG00000055211	6	149887429	0.0513026686523337
7	ENSG00000072364	5	132211070	0.49916097015068
8	ENSG00000104695	8	30657096	0.256336832031025
9	ENSG00000106993	9	4679558	2.95595649175456e-06
10	ENSG00000107854	10	93558068	0.0926438579736379
11	ENSG00000111897	6	122764498	0.728992400473595
12	ENSG00000111911	6	126277926	0.0357745614836047
13	ENSG00000114784	3	40351174	0.900786544702916
14	ENSG00000117758	1	28099693	0.0384006177090802
15	ENSG00000118564	4	15606161	6.05885300301047e-14
16	ENSG00000119414	9	127908851	0.00406544387380539
17	ENSG00000119801	2	30369806	0.282473192682591
18	ENSG00000123091	1	51701942	0.663641629211587
19	ENSG00000131381	3	15111579	0.00243020193473692
20	ENSG00000135070	9	88879460	0.146773121482975
21	ENSG00000136100	13	52986736	0.0113692585724133
22	ENSG00000137414	6	17600585	0.0100198008497252
23	ENSG00000138688	4	123073487	0.00422656156384892
24	ENSG00000147853	9	4711154	2.10856049193574e-06
25	ENSG00000148730	10	72164134	0.00712328002537716
26	ENSG00000159658	1	47124365	0.0372788011007706
27	ENSG00000163939	3	52579367	0.0339184225590299
28	ENSG00000164039	4	104000591	2.66266524148688e-08
29	ENSG00000166275	10	104613979	3.81925886570713e-05
30	ENSG00000169762	4	16162127	4.28797305108402e-12
31	ENSG00000171862	10	89622869	0.0178317415155131
32	ENSG00000180628	10	92979907	6.35618385173869e-07
33	ENSG00000189241	6	116597740	0.0033447103117733
34	ENSG00000215301	23	41192650	0.165262580528546
