	X	TE.fixed	lower.fixed	upper.fixed	pval.fixed	TE.random	lower.random	upper.random	pval.random	symbol.x	idx	beta	pval	cilb	ciub	i2	tau2	symbol.y
1	ENSG00000005812.9	0.882189604293174	0.819165331292317	0.950062787319337	0.000917902725856205	0.900759771115025	0.782161258041436	1.03734128597841	0.146779586263592	FBXL3	11935	-0.61419718642902	3.0600335393459e-18	-0.752419199811243	-0.475975173046797	96.3265623421329	0.105377790749379	FBXL3
9	ENSG00000106993.10	0.837147867080071	0.777015283779331	0.901934062285114	2.95595649175456e-06	0.821934133267807	0.743171382530796	0.909044313749131	0.000135961055870176	CDC37L1	44711	-0.594044149602165	7.33470825126246e-09	-0.795373895253777	-0.392714403950552	98.4189724825997	0.232917065236028	CDC37L1
12	ENSG00000111911.6	0.915998669177262	0.84396003861662	0.99418636374046	0.0357745614836047	0.895235765542188	0.770058698198039	1.04076101962269	0.149844293412859	HINT3	48294	-0.46196784965441	3.24154234995221e-10	-0.605991155047266	-0.317944544261554	97.0015108663749	0.110951822366213	HINT3
14	ENSG00000117758.12	0.905779845382094	0.824784965642459	0.994728520131714	0.0384006177090802	0.909708708598741	0.774645752283754	1.06832049625342	0.248490636032219	STX12	26064	-0.606149922414593	2.38868448756978e-12	-0.775634474911835	-0.436665369917351	97.5132369579123	0.155206018675815	STX12
15	ENSG00000118564.13	0.744651200312441	0.689478708399909	0.804238627489475	6.05885300301047e-14	0.731908995058412	0.605941893471491	0.88406294864083	0.00120069198770266	FBXL5	46879	-0.49148695447813	9.70171134893712e-10	-0.64903661676732	-0.33393729218894	96.1850810284566	0.134471782997918	FBXL5
16	ENSG00000119414.10	0.852192151614806	0.764101036488124	0.950439050065547	0.00406544387380539	0.826545139465036	0.684584864196697	0.997943284029406	0.0475489333721651	PPP6C	12791	-0.232639378136373	1.56198722171158e-11	-0.300269665338676	-0.16500909093407	93.4930828714044	0.0231624199927724	PPP6C
19	ENSG00000131381.11	0.865501677940497	0.788342444787344	0.950212892215748	0.00243020193473692	0.856532932465152	0.729868546446732	1.00517917639967	0.0578681819325701	RBSN	4614	-0.407558300502534	5.87277061532952e-11	-0.52956942582192	-0.285547175183149	95.5937631569067	0.0755676660255606	RBSN
21	ENSG00000136100.11	0.905315496722317	0.83820145108525	0.97780330437798	0.0113692585724133	0.887245212208994	0.791513839120796	0.994555025673587	0.0400056739045926	VPS36	36521	-0.383146578644624	3.644485469309e-15	-0.478607740601518	-0.28768541668773	93.874568886867	0.044882548461415	VPS36
22	ENSG00000137414.5	0.911868510989665	0.850034014002039	0.978201069178055	0.0100198008497252	0.938234579256332	0.833082925982117	1.05665846491157	0.293146457594218	FAM8A1	55381	-0.583668030026235	5.68653882342869e-10	-0.768212305444595	-0.399123754607875	97.8459749118686	0.190735847070521	FAM8A1
23	ENSG00000138688.14	0.918551116374153	0.866611577853683	0.97360360160646	0.00422656156384892	0.924933426340464	0.848647632433948	1.00807662740813	0.0756011137801532	KIAA1109	7106	-0.613770749300116	9.11678576694302e-09	-0.823114034594624	-0.404427464005608	96.000391496991	0.233674111918472	KIAA1109
24	ENSG00000147853.15	0.845296864906657	0.788579289793747	0.906093780383083	2.10856049193574e-06	0.833000631525765	0.740192060112067	0.937445954253098	0.00243128480586265	AK3	44864	-0.731728953109781	2.78041746355886e-12	-0.936949419274878	-0.526508486944684	98.2000723255746	0.241852701767149	AK3
25	ENSG00000148730.6	0.890023858015428	0.817615604493865	0.968844605561354	0.00712328002537716	0.877699187948906	0.721538919145356	1.06765670442093	0.1918798452207	EIF4EBP2	15181	-0.480208386617038	8.60116083636814e-09	-0.643716557637641	-0.316700215596435	97.5566205468439	0.149561218162709	EIF4EBP2
