	SNP	Chromosome	Position	trait1
1	ENSG00000005812	13	77579388	0.146779586263592
2	ENSG00000008952	3	169684422	0.225554688150828
3	ENSG00000009307	1	115259533	0.183198884843089
4	ENSG00000014123	6	96969683	0.906964152650343
5	ENSG00000019995	10	126630691	0.771007221141262
6	ENSG00000055211	6	149887429	0.601510024146041
7	ENSG00000072364	5	132211070	0.375117386790581
8	ENSG00000104695	8	30657096	0.291259884088649
9	ENSG00000106993	9	4679558	0.000135961055870176
10	ENSG00000107854	10	93558068	0.240836388035618
11	ENSG00000111897	6	122764498	0.410690453386749
12	ENSG00000111911	6	126277926	0.149844293412859
13	ENSG00000114784	3	40351174	0.845522889969648
14	ENSG00000117758	1	28099693	0.248490636032219
15	ENSG00000118564	4	15606161	0.00120069198770266
16	ENSG00000119414	9	127908851	0.0475489333721651
17	ENSG00000119801	2	30369806	0.419383437056224
18	ENSG00000123091	1	51701942	0.669813340857169
19	ENSG00000131381	3	15111579	0.0578681819325701
20	ENSG00000135070	9	88879460	0.157304213516557
21	ENSG00000136100	13	52986736	0.0400056739045926
22	ENSG00000137414	6	17600585	0.293146457594218
23	ENSG00000138688	4	123073487	0.0756011137801532
24	ENSG00000147853	9	4711154	0.00243128480586265
25	ENSG00000148730	10	72164134	0.1918798452207
26	ENSG00000159658	1	47124365	0.300960995363168
27	ENSG00000163939	3	52579367	0.18898406201676
28	ENSG00000164039	4	104000591	0.00298524607471746
29	ENSG00000166275	10	104613979	0.0127482140934941
30	ENSG00000169762	4	16162127	5.90042405108013e-06
31	ENSG00000171862	10	89622869	0.118772353587742
32	ENSG00000180628	10	92979907	0.00231324503479176
33	ENSG00000189241	6	116597740	0.135249075777102
34	ENSG00000215301	23	41192650	0.165099536265993
